entry_date,entry_time,exit_date,exit_time,direction,entry_price,exit_price,exit_type,pnl_pts,pnl_dollar,win,std100,avg_range_10,band_width,mean_slope_10,abs_mean_slope_10,mean_slope_20,abs_mean_slope_20,band_width_change,band_width_calc,block_num,block_class
9/22/2025,11:15:25,9/22/2025,11:17:26,long,24914.0,24907.28,STOP,-6.7208,-138.42,0,6.72085,3.9,10.081274,-0.07987499999981082,0.07987499999981082,-0.023312499999883586,0.023312499999883586,1.4893146339057477,9.917819096098457,1.0,LOW
9/22/2025,11:31:18,9/22/2025,11:33:51,short,24925.5,24913.55,TARGET,11.9478,234.96,1,7.965207,3.225,11.947811,0.0005000000001018634,0.0005000000001018634,-0.0476875000000291,0.0476875000000291,-0.06338028271233576,11.89980587834997,1.0,LOW
9/22/2025,11:34:18,9/22/2025,11:34:44,long,24912.75,24905.2,STOP,-7.5464,-154.93,0,7.546372,3.275,11.319557,-0.05437500000007276,0.05437500000007276,-0.03274999999994179,0.03274999999994179,-0.4266640414667986,11.478128131240982,1.0,LOW
9/22/2025,11:35:28,9/22/2025,11:36:26,long,24910.5,24904.23,STOP,-6.2658,-129.32,0,6.265786,5.15,9.398678,-0.29812500000007275,0.29812500000007275,-0.19593750000003637,0.19593750000003637,-1.799832355877573,9.397340803495727,1.0,LOW
9/22/2025,11:50:03,9/22/2025,11:55:48,short,24916.75,24907.67,TARGET,9.0835,177.67,1,6.055671,4.2,9.083506,-0.015250000000014552,0.015250000000014552,-0.05843750000003638,0.05843750000003638,-0.11558033337472295,8.80392554985757,1.0,LOW
9/22/2025,11:55:48,9/22/2025,12:00:28,long,24908.25,24916.5,REVERSAL,8.25,161.0,1,6.077193,4.075,9.11579,0.029124999999839928,0.029124999999839928,0.015562499999941793,0.015562499999941793,0.054311992384443286,8.877242632903823,1.0,LOW
9/22/2025,12:00:28,9/22/2025,12:01:11,short,24916.5,24922.48,STOP,-5.9826,-123.65,0,5.982589,4.0,8.973883,0.04387499999975262,0.04387499999975262,0.03374999999996362,0.03374999999996362,-0.23612818933164448,8.675408318379882,1.0,LOW
9/22/2025,12:01:11,9/22/2025,12:05:28,short,24921.75,24912.5,TARGET,9.2487,180.97,1,6.165819,3.625,9.248728,0.05424999999995635,0.05424999999995635,0.04025000000001455,0.04025000000001455,-0.015528468149947017,8.844653622428716,1.0,LOW
9/22/2025,12:05:51,9/22/2025,12:06:47,short,24920.0,24926.54,STOP,-6.5361,-134.72,0,6.53609,4.425,9.804135,-0.007250000000203727,0.007250000000203727,0.02312499999989086,0.02312499999989086,-0.045030889990583134,9.72253123469552,1.0,LOW
9/22/2025,12:13:22,9/22/2025,12:15:55,short,24946.0,24958.96,STOP,-12.9571,-263.14,0,12.957053,4.45,19.43558,0.3678749999999127,0.3678749999999127,0.37606250000008,0.37606250000008,3.1288246864854585,19.1999197285479,1.0,LOW
9/22/2025,13:13:45,9/22/2025,13:14:58,long,24981.75,24977.64,STOP,-4.1137,-86.27,0,4.113739,3.65,6.170609,0.06300000000010186,0.06300000000010186,0.0866874999999709,0.0866874999999709,-0.1991772336494657,6.016267007274483,2.0,MEDIUM
9/22/2025,13:16:29,9/22/2025,13:17:00,long,24982.0,24977.21,STOP,-4.7907,-99.81,0,4.79071,3.125,7.186065,-0.0538749999999709,0.0538749999999709,0.0025625000000218277,0.0025625000000218277,1.0351429547217146,6.9525203354914975,2.0,MEDIUM
9/22/2025,13:22:33,9/22/2025,13:32:49,short,24991.0,24995.98,STOP,-4.983,-103.66,0,4.983036,4.25,7.474554,-0.07199999999975262,0.07199999999975262,-0.06131249999998545,0.06131249999998545,0.18873197958306775,7.194456857205658,2.0,MEDIUM
9/22/2025,13:32:58,9/22/2025,13:33:35,short,24989.0,24981.75,TARGET,7.2532,141.06,1,4.835475,4.05,7.253213,0.08862499999995635,0.08862499999995635,0.08881249999994907,0.08881249999994907,-0.09611504755695055,6.912022214158258,2.0,MEDIUM
9/22/2025,13:33:35,9/22/2025,13:37:30,long,24981.75,24989.02,TARGET,7.2667,141.33,1,4.844463,4.2,7.266694,0.05812499999992724,0.05812499999992724,0.07606249999989814,0.07606249999989814,0.1137207345451472,6.918094272395276,2.0,MEDIUM
9/22/2025,13:37:30,9/22/2025,13:43:51,short,24988.75,24993.59,STOP,-4.8385,-100.77,0,4.838473,2.95,7.257709,-0.07937499999970896,0.07937499999970896,-0.015249999999832653,0.015249999999832653,0.08552721984749034,7.019563769996324,2.0,MEDIUM
9/22/2025,13:46:16,9/22/2025,13:48:13,short,24992.5,24997.95,STOP,-5.4494,-112.99,0,5.44939,3.05,8.174085,0.06574999999975262,0.06574999999975262,0.03168749999986176,0.03168749999986176,0.9596852675024907,7.923260085269696,2.0,MEDIUM
9/22/2025,13:57:37,9/22/2025,14:03:44,long,24984.25,24993.47,TARGET,9.2163,180.33,1,6.144169,3.6,9.216254,0.10687500000021828,0.10687500000021828,0.10043750000004366,0.10043750000004366,-0.5183433375625484,9.335065701784394,2.0,MEDIUM
9/22/2025,14:03:44,9/22/2025,14:11:25,short,24993.75,24998.91,STOP,-5.1628,-107.26,0,5.162814,2.925,7.744221,0.07275000000008731,0.07275000000008731,0.09056249999994179,0.09056249999994179,-0.7827576545313741,7.9821800791172235,2.0,MEDIUM
9/22/2025,14:13:51,9/22/2025,14:16:31,short,24998.75,25004.21,STOP,-5.4623,-113.25,0,5.462328,2.9,8.193492,0.10149999999994179,0.10149999999994179,0.0820625000000291,0.0820625000000291,0.7590222597498038,7.951172678808939,2.0,MEDIUM
9/22/2025,14:54:38,9/22/2025,14:57:16,long,25006.25,25014.11,TARGET,7.8593,153.19,1,5.239558,3.0,7.859337,0.1648750000000291,0.1648750000000291,0.20325000000011642,0.20325000000011642,-2.384402891636773,8.229394676181276,2.0,MEDIUM
9/22/2025,14:57:16,9/22/2025,15:11:19,short,25014.0,25018.72,STOP,-4.7244,-98.49,0,4.724405,3.175,7.086607,0.1321250000000873,0.1321250000000873,0.16700000000000728,0.16700000000000728,-2.6938876019685862,7.147560719311193,2.0,MEDIUM
9/22/2025,15:12:32,9/22/2025,15:12:55,short,25015.5,25019.76,STOP,-4.2632,-89.26,0,4.263241,2.825,6.394862,0.07137499999989813,0.07137499999989813,0.05756249999994907,0.05756249999994907,0.6292646426703952,6.241703580138939,2.0,MEDIUM
9/22/2025,15:33:50,9/22/2025,15:36:15,long,25010.75,25006.36,STOP,-4.391,-91.82,0,4.390999,3.625,6.586498,0.024500000000261934,0.024500000000261934,0.0398750000000291,0.0398750000000291,-0.041799341311865135,6.4677573855514865,2.0,MEDIUM
9/22/2025,15:40:13,9/22/2025,15:40:55,long,25003.0,24995.9,STOP,-7.1026,-146.05,0,7.102614,2.95,10.65392,-0.13337500000016006,0.13337500000016006,-0.1078750000000582,0.1078750000000582,2.8241329463753404,10.469899188060161,2.0,MEDIUM
9/23/2025,09:30:01,9/23/2025,09:31:29,long,24996.75,24988.45,STOP,-8.2983,-169.97,0,8.298307,4.525,12.447461,-0.1616249999999127,0.1616249999999127,-0.12993750000005094,0.12993750000005094,-2.6053709846673883,12.32849315845545,2.0,MEDIUM
9/23/2025,09:31:29,9/23/2025,09:32:41,long,24990.25,25001.35,TARGET,11.0981,217.96,1,7.398758,6.1,11.098137,-0.15249999999978173,0.15249999999978173,-0.1148750000000291,0.1148750000000291,-1.2434687897482508,10.930786248887413,2.0,MEDIUM
9/23/2025,09:32:41,9/23/2025,09:33:02,short,25000.5,24993.75,REVERSAL,6.75,131.0,1,7.417066,5.45,11.125599,-0.04637499999989814,0.04637499999989814,-0.09699999999993451,0.09699999999993451,0.11858209813269838,11.05691307080675,2.0,MEDIUM
9/23/2025,09:33:02,9/23/2025,09:34:01,long,24993.75,25004.28,TARGET,10.5309,206.62,1,7.020605,5.5,10.530908,0.033250000000043654,0.033250000000043654,-0.040562500000123694,0.040562500000123694,-0.47226872407751763,10.631197889168215,2.0,MEDIUM
9/23/2025,09:34:01,9/23/2025,09:34:43,short,25004.25,24995.87,TARGET,8.3815,163.63,1,5.587696,4.925,8.381544,0.1423750000001746,0.1423750000001746,0.05512500000004365,0.05512500000004365,-2.8712388555662454,8.17924961351768,2.0,MEDIUM
9/23/2025,09:34:43,9/23/2025,09:34:53,long,24996.75,24991.14,STOP,-5.613,-116.26,0,5.612987,4.5,8.419481,0.13412499999976718,0.13412499999976718,0.1054374999999709,0.1054374999999709,-1.6843870747847642,8.101163458546774,3.0,MEDIUM
9/23/2025,09:35:08,9/23/2025,09:35:23,long,24992.25,24986.41,STOP,-5.8427,-120.85,0,5.842664,4.625,8.763996,0.025374999999985447,0.025374999999985447,0.08250000000007277,0.08250000000007277,0.3197746723833017,8.37636076674586,3.0,MEDIUM
9/23/2025,09:52:43,9/23/2025,09:54:21,short,24967.5,24953.0,REVERSAL,14.5,286.0,1,10.785017,5.125,16.177526,-0.13937499999992725,0.13937499999992725,-0.18268750000006548,0.18268750000006548,-1.1268363892628237,16.48053259171688,3.0,MEDIUM
9/23/2025,09:54:21,9/23/2025,09:54:41,long,24953.0,24945.36,STOP,-7.6366,-156.73,0,7.63663,4.525,11.454945,-0.20112499999995634,0.20112499999995634,-0.17024999999994178,0.17024999999994178,-4.720802126470943,11.759730465245937,3.0,MEDIUM
9/23/2025,09:54:53,9/23/2025,09:55:08,long,24947.25,24940.32,STOP,-6.9289,-142.58,0,6.928932,4.975,10.393398,-0.2523750000000291,0.2523750000000291,-0.1975625000000946,0.1975625000000946,-4.655609090969794,10.315667383652304,3.0,MEDIUM
9/23/2025,10:05:35,9/23/2025,10:12:44,short,24954.5,24939.38,TARGET,15.1226,298.45,1,10.08172,4.725,15.122579,-0.2241249999999127,0.2241249999999127,-0.18324999999986175,0.18324999999986175,-1.2261384174376264,15.091293677223105,3.0,MEDIUM
9/23/2025,10:12:44,9/23/2025,10:13:02,long,24939.5,24951.04,TARGET,11.5358,226.72,1,7.690505,5.225,11.535758,0.06700000000018917,0.06700000000018917,-0.015749999999934518,0.015749999999934518,0.5501528873618629,11.254436623681029,3.0,MEDIUM
9/23/2025,10:13:02,9/23/2025,10:13:46,short,24952.0,24959.69,STOP,-7.6895,-157.79,0,7.689522,5.2,11.534283,0.02312500000007276,0.02312500000007276,0.012000000000080035,0.012000000000080035,0.06592233224215427,11.288377720354951,3.0,MEDIUM
9/23/2025,10:13:53,9/23/2025,10:15:45,short,24958.75,24946.69,TARGET,12.0572,237.14,1,8.038132,4.6,12.057198,0.03337500000016007,0.03337500000016007,0.051000000000021826,0.051000000000021826,0.3279648919050757,11.610633839208365,3.0,MEDIUM
9/23/2025,10:16:13,9/23/2025,10:18:18,short,24952.0,24959.93,STOP,-7.9286,-162.57,0,7.928576,4.625,11.892864,0.13487500000010186,0.13487500000010186,0.08575000000000728,0.08575000000000728,-0.11799366809844436,11.616577317511114,3.0,MEDIUM
9/23/2025,10:18:18,9/23/2025,10:22:07,short,24957.75,24946.42,TARGET,11.3333,222.67,1,7.555532,4.85,11.333298,0.14249999999992724,0.14249999999992724,0.13712499999983266,0.13712499999983266,-0.6482022903993041,11.325469554006315,3.0,MEDIUM
9/23/2025,10:22:07,9/23/2025,10:22:26,long,24949.25,24942.76,STOP,-6.4922,-133.84,0,6.49219,4.875,9.738284,0.09325000000026193,0.09325000000026193,0.15450000000000727,0.15450000000000727,-0.04436746911682121,9.636625761755644,3.0,MEDIUM
9/23/2025,10:22:26,9/23/2025,10:24:38,long,24943.75,24937.32,STOP,-6.4267,-132.53,0,6.426704,5.125,9.640056,0.058874999999898134,0.058874999999898134,0.14268749999991998,0.14268749999991998,-0.05073034550026456,9.558122696491735,3.0,MEDIUM
9/23/2025,10:27:31,9/23/2025,10:35:08,short,24957.75,24948.08,TARGET,9.6712,189.42,1,6.447453,4.85,9.671179,-0.06737499999981082,0.06737499999981082,-0.021187499999905414,0.021187499999905414,0.2907682132261744,9.276484464862797,3.0,MEDIUM
9/23/2025,10:35:23,9/23/2025,10:40:17,short,24957.75,24948.11,TARGET,9.6444,188.89,1,6.429568,4.4,9.644353,0.005999999999767169,0.005999999999767169,0.02318749999994907,0.02318749999994907,-0.28745284506717006,9.501580869848896,3.0,MEDIUM
9/23/2025,10:40:55,9/23/2025,10:41:31,short,24960.0,24966.39,STOP,-6.3883,-131.77,0,6.388276,5.05,9.582414,0.016250000000218277,0.016250000000218277,0.041687500000080036,0.041687500000080036,-0.0021565334952402537,9.203903875761743,3.0,MEDIUM
9/23/2025,10:42:41,9/23/2025,10:43:52,short,24967.25,24954.74,TARGET,12.5071,246.14,1,8.338069,3.325,12.507104,0.1469999999997526,0.1469999999997526,0.08793749999986175,0.08793749999986175,2.783904257251546,12.164148811067463,3.0,MEDIUM
9/23/2025,10:44:27,9/23/2025,10:47:23,long,24950.0,24941.57,STOP,-8.4349,-172.7,0,8.434874,3.9,12.652311,0.03275000000030559,0.03275000000030559,0.0898750000000291,0.0898750000000291,0.2968669591221271,12.46101577018959,3.0,MEDIUM
9/23/2025,10:48:03,9/23/2025,10:55:15,long,24947.75,24958.59,TARGET,10.8369,212.74,1,7.2246,4.625,10.836901,0.05687499999985448,0.05687499999985448,0.042437500000050934,0.042437500000050934,-1.490210263724828,10.683132911146652,3.0,MEDIUM
9/23/2025,10:55:31,9/23/2025,10:57:20,short,24960.5,24949.33,TARGET,11.1727,219.45,1,7.448444,3.975,11.172666,-0.037374999999883585,0.037374999999883585,-0.05687500000003638,0.05687500000003638,0.19008529381135375,11.086547916590243,3.0,MEDIUM
9/23/2025,10:57:20,9/23/2025,11:00:37,long,24948.0,24940.49,STOP,-7.506,-154.12,0,7.506002,3.725,11.259003,0.029124999999839928,0.029124999999839928,-0.030062499999985448,0.030062499999985448,0.11202788714918377,11.198179893044953,4.0,MEDIUM
9/23/2025,11:00:37,9/23/2025,11:09:56,long,24940.0,24950.75,REVERSAL,10.75,211.0,1,8.166892,3.925,12.250337,-0.08062500000014552,0.08062500000014552,-0.035375000000021826,0.035375000000021826,0.6846987822353743,11.95543393319952,4.0,MEDIUM
9/23/2025,11:09:56,9/23/2025,11:12:11,short,24950.75,24957.03,STOP,-6.2849,-129.7,0,6.284875,4.475,9.427312,-0.22212500000023283,0.22212500000023283,-0.23706250000013823,0.23706250000013823,-2.164249665787736,9.393031710323065,4.0,MEDIUM
9/23/2025,11:15:23,9/23/2025,11:17:57,short,24955.0,24963.25,STOP,-8.2501,-169.0,0,8.25012,3.9,12.37518,0.18149999999986904,0.18149999999986904,0.1038749999999709,0.1038749999999709,2.450244610185706,12.234180850134567,4.0,MEDIUM
9/23/2025,11:37:47,9/23/2025,11:39:43,long,24950.0,24942.14,STOP,-7.8647,-161.29,0,7.864716,4.0,11.797073,0.14162499999983993,0.14162499999983993,0.16193749999983992,0.16193749999983992,-1.7797583506602184,11.908907927654207,4.0,MEDIUM
9/23/2025,11:43:14,9/23/2025,11:46:20,long,24941.0,24955.69,TARGET,14.6895,289.79,1,9.792973,4.075,14.689459,-0.17562499999985448,0.17562499999985448,-0.07875000000003637,0.07875000000003637,4.055434256046432,14.520982441615505,4.0,MEDIUM
9/23/2025,11:47:30,9/23/2025,11:54:08,short,24960.0,24945.54,TARGET,14.4646,285.29,1,9.643082,3.625,14.464623,-0.07487499999988359,0.07487499999988359,-0.13524999999990542,0.13524999999990542,-0.33361640940854187,14.484937683915419,4.0,MEDIUM
9/23/2025,11:54:08,9/23/2025,12:06:52,long,24945.25,24936.26,STOP,-8.9892,-183.78,0,8.989192,4.85,13.483788,-0.1132499999999709,0.1132499999999709,-0.05437500000007276,0.05437500000007276,-0.8782364753555072,13.636278691563742,4.0,MEDIUM
9/23/2025,12:06:52,9/23/2025,12:08:23,long,24935.75,24928.19,STOP,-7.5644,-155.29,0,7.564408,3.725,11.346613,-0.1507499999999709,0.1507499999999709,-0.17143750000013824,0.17143750000013824,-0.09230701268214858,11.312464683237039,4.0,MEDIUM
9/23/2025,12:20:39,9/23/2025,12:29:00,short,24946.75,24929.16,TARGET,17.5888,347.78,1,11.725886,3.15,17.588829,-0.05537499999991269,0.05537499999991269,-0.04381250000005821,0.04381250000005821,-0.37876351261336794,17.64119178788029,4.0,MEDIUM
9/23/2025,12:29:00,9/23/2025,12:35:02,long,24929.25,24919.48,STOP,-9.7672,-199.34,0,9.767168,4.6,14.650752,-0.11875,0.11875,-0.09243750000005094,0.09243750000005094,-1.284673322917488,14.629083053729317,4.0,MEDIUM
9/23/2025,12:35:02,9/23/2025,12:35:11,long,24919.0,24932.42,TARGET,13.4196,264.39,1,8.946375,5.25,13.419562,-0.12625000000007275,0.12625000000007275,-0.12206249999999272,0.12206249999999272,-1.1388251920452923,13.234217657882235,4.0,MEDIUM
9/23/2025,12:35:11,9/23/2025,12:36:20,short,24935.25,24924.0,REVERSAL,11.25,221.0,1,9.009667,6.55,13.514501,-0.12574999999997089,0.12574999999997089,-0.13256249999994907,0.13256249999994907,-0.24898927066831789,13.501817006276656,4.0,MEDIUM
9/23/2025,12:36:20,9/23/2025,12:38:04,long,24924.0,24937.58,TARGET,13.5793,267.59,1,9.052835,6.875,13.579252,-0.08587499999994179,0.08587499999994179,-0.10274999999983266,0.10274999999983266,0.2713808833715827,13.477303494693684,4.0,MEDIUM
9/23/2025,12:38:04,9/23/2025,12:49:11,short,24941.0,24949.94,STOP,-8.9373,-182.75,0,8.937315,5.55,13.405973,0.008000000000174623,0.008000000000174623,-0.043375000000014555,0.043375000000014555,-0.014607974586539285,13.454365604004906,4.0,MEDIUM
9/23/2025,12:49:11,9/23/2025,12:53:52,short,24950.0,24938.74,TARGET,11.2573,221.15,1,7.50484,3.45,11.25726,0.13187499999985447,0.13187499999985447,0.13787499999998545,0.13787499999998545,0.4153170472250203,10.998014249905607,4.0,MEDIUM
9/23/2025,12:55:00,9/23/2025,12:55:34,long,24931.25,24923.87,STOP,-7.3798,-151.6,0,7.379812,4.525,11.069717,-0.023250000000189175,0.023250000000189175,0.043874999999934515,0.043874999999934515,-0.33275353962359944,11.171760765692254,4.0,MEDIUM
9/23/2025,12:56:27,9/23/2025,13:01:21,long,24926.25,24918.31,STOP,-7.941,-162.82,0,7.940974,4.15,11.911461,-0.21224999999976718,0.21224999999976718,-0.11774999999997818,0.11774999999997818,0.4804977197374569,11.65225848542971,4.0,MEDIUM
9/23/2025,13:47:18,9/23/2025,13:48:23,short,24818.5,24828.79,STOP,-10.2919,-209.84,0,10.291926,7.45,15.43789,-0.30349999999998545,0.30349999999998545,-0.32831249999999274,0.32831249999999274,-3.4454933258266465,15.83579581199674,4.0,MEDIUM
9/23/2025,13:50:03,9/23/2025,14:02:26,short,24831.5,24845.47,STOP,-13.9658,-283.32,0,13.965809,4.95,20.948713,0.21824999999989814,0.21824999999989814,0.1226875000000291,0.1226875000000291,4.805741186386664,20.44267344914991,4.0,MEDIUM
9/23/2025,14:03:41,9/23/2025,14:06:05,long,24820.75,24812.59,STOP,-8.1635,-167.27,0,8.163459,5.975,12.245189,0.3483750000003056,0.3483750000003056,0.3264375000000655,0.3264375000000655,-4.248028838584663,12.994782060857727,5.0,MEDIUM
9/23/2025,14:06:16,9/23/2025,14:10:08,long,24824.75,24816.43,STOP,-8.323,-170.46,0,8.323049,6.1,12.484574,-0.028125,0.028125,0.10712499999990541,0.10712499999990541,0.2903000628091803,12.069681094305075,5.0,MEDIUM
9/23/2025,14:26:35,9/23/2025,14:39:19,short,24823.75,24805.18,TARGET,18.5683,367.37,1,12.378882,4.325,18.568323,-0.20499999999992724,0.20499999999992724,-0.25112499999995636,0.25112499999995636,-1.8180318768678134,18.37366801037595,5.0,MEDIUM
9/23/2025,14:39:31,9/23/2025,14:47:41,long,24803.75,24820.8,TARGET,17.0549,337.1,1,11.369932,4.95,17.054898,0.02124999999978172,0.02124999999978172,0.053937499999847205,0.053937499999847205,0.24431493570706309,16.68865664674443,5.0,MEDIUM
9/23/2025,14:50:24,9/23/2025,14:53:34,long,24806.5,24796.13,STOP,-10.3666,-211.33,0,10.366568,4.45,15.549851,0.13962499999979627,0.13962499999979627,0.11143749999991996,0.11143749999991996,-1.2484462410603907,15.47452211010397,5.0,MEDIUM
9/23/2025,14:55:43,9/23/2025,14:57:15,long,24803.0,24792.26,STOP,-10.7444,-218.89,0,10.744417,6.575,16.116626,-0.11825000000026194,0.11825000000026194,-0.021625000000130967,0.021625000000130967,1.9669329517007519,15.973333046900226,5.0,MEDIUM
9/23/2025,15:11:41,9/23/2025,15:17:22,short,24809.0,24817.18,STOP,-8.1764,-167.53,0,8.176366,4.675,12.26455,-0.10162500000005821,0.10162500000005821,-0.21712499999994178,0.21712499999994178,-0.41438629247298486,11.950653748768962,5.0,MEDIUM
9/23/2025,15:20:12,9/23/2025,15:21:22,short,24817.25,24803.02,TARGET,14.2293,280.59,1,9.486182,4.025,14.229273,0.07137500000026194,0.07137500000026194,0.027687500000138244,0.027687500000138244,2.0287356538021424,14.03728433797873,5.0,MEDIUM
9/23/2025,15:27:20,9/23/2025,15:30:00,long,24793.5,24807.65,TARGET,14.1512,279.02,1,9.434132,5.125,14.151198,0.05687499999985448,0.05687499999985448,0.03968750000003638,0.03968750000003638,-0.4653244919222743,14.051247519015835,5.0,MEDIUM
9/23/2025,15:32:31,9/23/2025,15:40:35,short,24813.75,24822.23,STOP,-8.4773,-173.55,0,8.477344,4.375,12.716017,0.1342500000002474,0.1342500000002474,0.07506250000005821,0.07506250000005821,-1.464860163972979,12.519106279566302,5.0,MEDIUM
9/23/2025,15:40:35,9/23/2025,15:45:00,short,24822.75,24830.98,STOP,-8.232,-168.64,0,8.232026,4.325,12.348039,0.23387500000026193,0.23387500000026193,0.15993749999997817,0.15993749999997817,-0.6945376659243738,12.382322644937853,5.0,MEDIUM
9/24/2025,09:30:01,9/24/2025,09:30:07,short,24889.5,24899.21,STOP,-9.7068,-198.14,0,9.706834,5.05,14.56025,-0.2304999999996653,0.2304999999996653,-0.2264999999999418,0.2264999999999418,-2.3095901077788454,14.42487690970906,5.0,MEDIUM
9/24/2025,09:30:07,9/24/2025,09:30:36,short,24889.25,24876.0,REVERSAL,13.25,261.0,1,9.810159,5.675,14.715238,-0.15487499999981083,0.15487499999981083,-0.20687499999985448,0.20687499999985448,-1.91263114353203,14.4191146217058,5.0,MEDIUM
9/24/2025,09:30:36,9/24/2025,09:30:47,long,24876.0,24866.76,STOP,-9.2404,-188.81,0,9.240431,6.3,13.860647,-0.02750000000014552,0.02750000000014552,-0.1289999999999054,0.1289999999999054,-0.4430421037128447,13.981834805996215,5.0,MEDIUM
9/24/2025,09:31:00,9/24/2025,09:31:09,long,24872.0,24864.53,STOP,-7.4677,-153.35,0,7.467651,5.2,11.201477,-0.3148750000000291,0.3148750000000291,-0.17250000000003637,0.17250000000003637,-3.1046315825731146,11.356206377712772,5.0,MEDIUM
9/24/2025,09:42:54,9/24/2025,09:43:59,short,24846.0,24834.9,TARGET,11.1017,218.03,1,7.401103,6.375,11.101654,-0.2804999999996653,0.2804999999996653,-0.27449999999989816,0.27449999999989816,-4.381980040615568,11.512458667072615,5.0,MEDIUM
9/24/2025,09:43:59,9/24/2025,09:43:59,long,24830.75,24841.19,TARGET,10.4398,204.8,1,6.959854,6.375,10.439781,-0.12000000000007276,0.12000000000007276,-0.2000625000000582,0.2000625000000582,-2.2442950399038644,10.408382767464877,5.0,MEDIUM
9/24/2025,09:43:59,9/24/2025,09:45:51,long,24834.5,24827.58,STOP,-6.9172,-142.34,0,6.917223,6.975,10.375834,-0.12000000000007276,0.12000000000007276,-0.2000625000000582,0.2000625000000582,-2.2442950399038644,10.408382767464877,5.0,MEDIUM
9/24/2025,09:46:01,9/24/2025,09:46:36,long,24836.5,24829.39,STOP,-7.1116,-146.23,0,7.111566,5.15,10.667349,-0.018375000000014553,0.018375000000014553,-0.035812500000065486,0.035812500000065486,0.28209649695883243,10.456144888307822,5.0,MEDIUM
9/24/2025,09:59:34,9/24/2025,10:02:40,short,24823.75,24805.35,TARGET,18.3971,363.94,1,12.264704,5.35,18.397056,-0.21800000000002911,0.21800000000002911,-0.2665624999999636,0.2665624999999636,-2.8741029090962584,18.620249547485052,5.0,MEDIUM
9/24/2025,10:03:34,9/24/2025,10:03:48,short,24815.0,24823.62,STOP,-8.6217,-176.43,0,8.621682,5.9,12.932523,-0.14825000000018917,0.14825000000018917,-0.1483749999999418,0.1483749999999418,-2.3086634091580933,13.029704236934005,6.0,LOW
9/24/2025,10:05:20,9/24/2025,10:09:43,short,24830.75,24814.0,REVERSAL,16.75,331.0,1,12.837727,4.025,19.25659,0.2633750000000873,0.2633750000000873,0.16062499999989086,0.16062499999989086,4.171937381390293,18.940896692082813,6.0,LOW
9/24/2025,10:09:43,9/24/2025,10:14:13,long,24814.0,24826.5,REVERSAL,12.5,246.0,1,8.751098,5.35,13.126647,0.21837500000001456,0.21837500000001456,0.23175000000010187,0.23175000000010187,-2.940588634936173,13.4461198577857,6.0,LOW
