cycle_id,agg_bar_offset,agg_idx,tick_bar_offset,price,direction,pnl_ticks,mfe_ticks,mae_ticks,signed_chop,dchop,d2chop,signed_slope,dr2,dslope,r2,choppiness,slope_abs,agg_bar_range
288,15,10604,3999,24874.50,1,-6.000000,38.000000,34.000000,-0.324675,-0.057678,-0.340031,-3.125000,-0.008026,-0.125000,0.974532,0.324675,3.125000,7.250000
288,16,10605,4249,24876.25,1,1.000000,38.000000,34.000000,-0.023529,-0.301146,-0.243468,-0.250000,-0.929756,-2.875000,0.044776,0.023529,0.250000,8.000000
288,17,10606,4499,24874.75,1,-5.000000,38.000000,34.000000,0.012048,-0.011481,0.289665,0.125000,-0.027334,-0.125000,0.017442,0.012048,0.125000,5.500000
288,18,10607,4749,24868.00,1,-32.000000,38.000000,34.000000,-0.383721,0.371673,0.383154,-4.125000,0.863626,4.000000,0.881068,0.383721,4.125000,8.000000
288,19,10608,4999,24868.75,1,-18.000000,38.000000,40.000000,-0.307692,-0.076029,-0.447701,-3.000000,-0.223534,-1.125000,0.657534,0.307692,3.000000,6.000000
288,20,10609,5249,24871.25,1,2.000000,38.000000,40.000000,0.168831,-0.138861,-0.062833,1.625000,0.254336,-1.375000,0.911871,0.168831,1.625000,5.250000
288,21,10610,5351,24876.00,1,40.000000,38.000000,40.000000,0.421687,0.252856,0.391717,4.375000,0.030437,2.750000,0.942308,0.421687,4.375000,9.500000
289,0,10611,40,24869.50,1,-2.000000,1.000000,7.000000,-0.066038,-0.355649,-0.608505,-0.875000,-0.899021,-3.500000,0.043286,0.066038,0.875000,11.750000
289,1,10612,290,24874.75,1,19.000000,29.000000,7.000000,-0.093220,0.027183,0.382832,-1.375000,0.071153,0.500000,0.114439,0.093220,1.375000,8.250000
289,2,10613,540,24875.75,1,23.000000,31.000000,7.000000,0.255102,0.161882,0.134699,3.125000,0.752012,1.750000,0.866451,0.255102,3.125000,4.500000
289,3,10614,589,24880.00,1,40.000000,40.000000,7.000000,0.437500,0.182398,0.020516,5.250000,-0.045731,2.125000,0.820720,0.437500,5.250000,11.250000
290,0,10621,71,24882.25,1,6.000000,11.000000,4.000000,0.014925,-0.235075,0.103161,0.125000,-0.412844,-2.000000,0.250000,0.014925,0.125000,5.500000
290,1,10622,321,24886.75,1,24.000000,29.000000,8.000000,0.215190,0.200265,0.435339,2.125000,0.456026,2.000000,0.706026,0.215190,2.125000,9.250000
290,2,10623,571,24879.25,1,-6.000000,29.000000,8.000000,-0.129032,-0.086158,-0.286422,-1.500000,-0.548131,-0.625000,0.157895,0.129032,1.500000,8.500000
290,3,10624,821,24873.00,1,-31.000000,29.000000,34.000000,-0.550000,0.420968,0.507125,-6.875000,0.839358,5.375000,0.997253,0.550000,6.875000,7.250000
290,4,10625,1071,24875.25,1,-4.000000,29.000000,40.000000,-0.186047,-0.363953,-0.784921,-2.000000,-0.598084,-4.875000,0.399168,0.186047,2.000000,5.750000
290,5,10626,1321,24878.25,1,20.000000,29.000000,40.000000,0.287671,0.101625,0.465578,2.625000,0.594075,0.625000,0.993243,0.287671,2.625000,5.250000
290,6,10627,1355,24881.00,1,42.000000,29.000000,40.000000,0.154930,-0.132742,-0.234366,1.375000,-0.310912,-1.250000,0.682331,0.154930,1.375000,6.750000
291,0,10672,249,24916.00,-1,13.000000,17.000000,0.000000,0.075758,-0.383259,-0.770847,0.625000,-0.901116,-2.875000,0.072394,0.075758,0.625000,4.250000
291,1,10673,499,24919.25,-1,0.000000,17.000000,11.000000,0.000000,-0.075758,0.307501,0.000000,-0.072394,-0.625000,0.000000,0.000000,0.000000,7.000000
291,2,10674,749,24922.75,-1,-14.000000,17.000000,19.000000,0.409091,0.409091,0.484848,3.375000,0.999543,3.375000,0.999543,0.409091,3.375000,5.250000
291,3,10675,999,24923.00,-1,-15.000000,17.000000,21.000000,0.254237,-0.154854,-0.563945,1.875000,-0.199780,-1.500000,0.799763,0.254237,1.875000,2.500000
291,4,10676,1249,24920.00,-1,-3.000000,17.000000,21.000000,-0.207547,-0.046690,0.108164,-1.375000,-0.117432,-0.500000,0.682331,0.207547,1.375000,5.500000
291,5,10677,1499,24917.25,-1,8.000000,17.000000,21.000000,-0.442308,0.234761,0.281451,-2.875000,0.317039,1.500000,0.999370,0.442308,2.875000,5.000000
291,6,10678,1749,24920.50,-1,-5.000000,20.000000,21.000000,0.029412,-0.412896,-0.647656,0.250000,-0.978962,-2.625000,0.020408,0.029412,0.250000,6.500000
291,7,10679,1999,24923.75,-1,-18.000000,20.000000,24.000000,0.388060,0.358648,0.771544,3.250000,0.979592,3.000000,1.000000,0.388060,3.250000,5.250000
291,8,10680,2249,24925.25,-1,-24.000000,20.000000,35.000000,0.301587,-0.086472,-0.445120,2.375000,-0.043286,-0.875000,0.956714,0.301587,2.375000,4.000000
291,9,10681,2499,24928.50,-1,-34.000000,20.000000,40.000000,0.327586,0.025999,0.112471,2.375000,0.000000,0.000000,0.956714,0.327586,2.375000,5.250000
291,10,10682,2749,24929.50,-1,-42.000000,20.000000,40.000000,0.314815,-0.012771,-0.038770,2.125000,-0.042157,-0.250000,0.914557,0.314815,2.125000,4.250000
291,11,10683,2999,24928.50,-1,-34.000000,20.000000,40.000000,0.000000,-0.314815,-0.302043,0.000000,-0.914557,-2.125000,0.000000,0.000000,0.000000,4.250000
291,12,10684,3249,24926.75,-1,-20.000000,20.000000,40.000000,-0.229167,0.229167,0.543981,-1.375000,0.975806,1.375000,0.975806,0.229167,1.375000,3.500000
291,13,10685,3499,24928.50,-1,-34.000000,20.000000,40.000000,0.000000,-0.229167,-0.458333,0.000000,-0.975806,-1.375000,0.000000,0.000000,0.000000,5.750000
291,14,10686,3749,24933.50,-1,-74.000000,20.000000,40.000000,0.457627,0.457627,0.686794,3.375000,0.928268,3.375000,0.928268,0.457627,3.375000,5.500000
291,15,10687,3999,24931.00,-1,-54.000000,20.000000,41.000000,0.169492,-0.288136,-0.745763,1.250000,-0.678268,-2.125000,0.250000,0.169492,1.250000,3.500000
291,16,10688,4249,24934.75,-1,-84.000000,20.000000,49.000000,0.083333,-0.086158,0.201977,0.625000,-0.142857,-0.625000,0.107143,0.083333,0.625000,6.000000
291,17,10689,4499,24933.00,-1,-70.000000,20.000000,49.000000,0.135593,0.052260,0.138418,1.000000,0.176881,0.375000,0.284024,0.135593,1.000000,5.250000
291,18,10690,4749,24928.00,-1,-30.000000,20.000000,49.000000,-0.369863,0.234270,0.182010,-3.375000,0.644245,2.375000,0.928268,0.369863,3.375000,7.000000
291,19,10691,4999,24926.50,-1,-18.000000,20.000000,49.000000,-0.412698,0.042835,-0.191434,-3.250000,-0.016398,-0.125000,0.911871,0.412698,3.250000,3.500000
291,20,10692,5249,24927.25,-1,-24.000000,20.000000,49.000000,-0.050000,-0.362698,-0.405534,-0.375000,-0.661871,-2.875000,0.250000,0.050000,0.375000,4.500000
291,21,10693,5499,24926.25,-1,-16.000000,20.000000,49.000000,-0.021277,-0.028723,0.333975,-0.125000,-0.192308,-0.250000,0.057692,0.021277,0.125000,3.750000
291,22,10694,5749,24932.25,-1,-64.000000,20.000000,49.000000,0.294118,0.272841,0.301564,2.500000,0.547146,2.375000,0.604839,0.294118,2.500000,8.750000
291,23,10695,5999,24932.75,-1,-68.000000,20.000000,49.000000,0.419355,0.125237,-0.147604,3.250000,0.202486,0.750000,0.807325,0.419355,3.250000,3.000000
291,24,10696,6249,24936.00,-1,-94.000000,20.000000,49.000000,0.241935,-0.177419,-0.302657,1.875000,0.040665,-1.375000,0.847990,0.241935,1.875000,3.750000
291,25,10697,6459,24939.25,-1,-120.00,20.000000,60.000000,0.534884,0.292948,0.470368,2.875000,0.146371,1.000000,0.994361,0.534884,2.875000,4.000000
292,0,10705,249,24930.75,1,7.000000,20.000000,5.000000,-0.083333,-0.219298,-0.175263,-0.750000,-0.781762,-2.125000,0.212598,0.083333,0.750000,6.250000
292,1,10706,490,24939.00,1,40.000000,40.000000,5.000000,0.456522,0.373188,0.592487,5.250000,0.658369,4.500000,0.870968,0.456522,5.250000,9.750000
293,0,10723,249,24949.75,-1,4.000000,11.000000,4.000000,0.000000,-0.361111,-0.166667,0.000000,-0.862245,-3.250000,0.000000,0.000000,0.000000,3.750000
293,1,10724,499,24942.25,-1,34.000000,34.000000,4.000000,-0.515152,0.515152,0.876263,-4.250000,0.836873,4.250000,0.836873,0.515152,4.250000,8.000000
293,2,10725,520,24940.75,-1,40.000000,40.000000,4.000000,-0.451613,-0.063539,-0.578690,-3.500000,-0.140190,-0.750000,0.696682,0.451613,3.500000,3.750000
294,0,10749,177,24952.75,-1,3.000000,5.000000,5.000000,-0.030769,-0.437981,-0.335302,-0.250000,-0.497696,-3.500000,0.107143,0.030769,0.250000,4.500000
294,1,10750,427,24950.75,-1,11.000000,14.000000,5.000000,-0.093023,0.062254,0.500235,-0.500000,0.142857,0.250000,0.250000,0.093023,0.500000,3.500000
294,2,10751,677,24952.25,-1,5.000000,21.000000,5.000000,-0.038462,-0.054562,-0.116816,-0.250000,-0.192308,-0.250000,0.057692,0.038462,0.250000,5.000000
294,3,10752,927,24953.75,-1,-1.000000,21.000000,5.000000,0.255319,0.216858,0.271419,1.500000,0.942308,1.250000,1.000000,0.255319,1.500000,3.250000
294,4,10753,1177,24949.25,-1,17.000000,21.000000,8.000000,-0.196721,-0.058598,-0.275455,-1.500000,-0.571429,0.000000,0.428571,0.196721,1.500000,7.000000
294,5,10754,1427,24950.00,-1,14.000000,25.000000,8.000000,-0.250000,0.053279,0.111877,-1.875000,0.176267,0.375000,0.604839,0.250000,1.875000,4.750000
294,6,10755,1677,24953.50,-1,0.000000,25.000000,8.000000,0.246377,-0.003623,-0.056902,2.125000,0.272692,0.250000,0.877530,0.246377,2.125000,5.500000
294,7,10756,1927,24951.75,-1,7.000000,25.000000,8.000000,0.127273,-0.119104,-0.115481,0.875000,-0.627530,-1.250000,0.250000,0.127273,0.875000,3.500000
294,8,10757,2177,24944.50,-1,36.000000,38.000000,8.000000,-0.500000,0.372727,0.491831,-4.500000,0.639296,3.625000,0.889296,0.500000,4.500000,9.000000
294,9,10758,2186,24943.50,-1,40.000000,40.000000,8.000000,-0.544118,0.044118,-0.328610,-4.625000,0.013739,0.125000,0.903034,0.544118,4.625000,4.500000
295,0,10761,249,24932.25,1,2.000000,12.000000,8.000000,-0.039474,-0.541607,-0.628065,-0.375000,-0.480632,-5.000000,0.355263,0.039474,0.375000,5.000000
295,1,10762,499,24933.00,1,5.000000,12.000000,8.000000,0.094340,0.054866,0.596473,0.625000,0.631579,0.250000,0.986842,0.094340,0.625000,4.000000
295,2,10763,749,24937.00,1,21.000000,24.000000,8.000000,0.311475,0.217136,0.162270,2.375000,-0.121826,1.750000,0.865016,0.311475,2.375000,6.250000
295,3,10764,999,24936.00,1,17.000000,30.000000,8.000000,0.169014,-0.142461,-0.359597,1.500000,-0.345785,-0.875000,0.519231,0.169014,1.500000,7.500000
295,4,10765,1195,24941.75,1,40.000000,40.000000,8.000000,-0.011905,-0.157109,-0.014648,-0.125000,-0.461538,-1.375000,0.057692,0.011905,0.125000,7.250000
296,0,10771,239,24939.50,-1,15.000000,15.000000,12.000000,-0.061728,-0.340869,-0.661113,-0.625000,-0.736872,-3.250000,0.172018,0.061728,0.625000,6.750000
296,1,10772,471,24933.25,-1,40.000000,40.000000,12.000000,-0.410526,0.348798,0.689667,-4.875000,0.780989,4.250000,0.953008,0.410526,4.875000,11.250000
297,0,10773,31,24942.25,-1,-2.000000,1.000000,5.000000,0.094017,-0.316509,-0.665307,1.375000,-0.873888,-3.500000,0.079119,0.094017,1.375000,11.250000
297,1,10774,281,24939.25,-1,10.000000,15.000000,9.000000,0.228070,0.134053,0.450562,3.250000,0.368760,1.875000,0.447880,0.228070,3.250000,6.000000
297,2,10775,531,24937.75,-1,16.000000,29.000000,9.000000,-0.180000,-0.048070,-0.182123,-2.250000,0.516406,-1.000000,0.964286,0.180000,2.250000,7.750000
297,3,10776,781,24937.25,-1,18.000000,37.000000,9.000000,-0.094118,-0.085882,-0.037812,-1.000000,-0.041209,-1.250000,0.923077,0.094118,1.000000,7.500000
297,4,10777,1031,24943.25,-1,-6.000000,37.000000,9.000000,0.236559,0.142441,0.228324,2.750000,-0.240746,1.750000,0.682331,0.236559,2.750000,8.000000
297,5,10778,1281,24943.25,-1,-6.000000,37.000000,11.000000,0.296296,0.059737,-0.082704,3.000000,0.067669,0.250000,0.750000,0.296296,3.000000,4.750000
297,6,10779,1531,24947.25,-1,-22.000000,37.000000,26.000000,0.197531,-0.098765,-0.158503,2.000000,0.000000,-1.000000,0.750000,0.197531,2.000000,7.500000
297,7,10780,1781,24947.25,-1,-22.000000,37.000000,35.000000,0.235294,0.037763,0.136529,2.000000,0.000000,0.000000,0.750000,0.235294,2.000000,4.750000
297,8,10781,2031,24949.75,-1,-24.000000,37.000000,40.000000,0.135135,-0.100159,-0.137922,1.250000,0.000000,-0.750000,0.750000,0.135135,1.250000,6.250000
297,9,10782,2281,24950.25,-1,-28.000000,37.000000,40.000000,0.206897,0.071761,0.171920,1.500000,0.120968,0.250000,0.870968,0.206897,1.500000,3.500000
297,10,10783,2531,24952.00,-1,-42.000000,37.000000,40.000000,0.157895,-0.049002,-0.120763,1.125000,0.035749,-0.375000,0.906716,0.157895,1.125000,4.500000
297,11,10784,2781,24958.00,-1,-90.000000,37.000000,50.000000,0.484375,0.326480,0.375482,3.875000,0.002174,2.750000,0.908890,0.484375,3.875000,8.000000
297,12,10785,3031,24957.25,-1,-84.000000,37.000000,50.000000,0.291667,-0.192708,-0.519189,2.625000,-0.264153,-1.250000,0.644737,0.291667,2.625000,5.500000
297,13,10786,3281,24954.50,-1,-62.000000,37.000000,50.000000,-0.208955,-0.082711,0.109997,-1.750000,0.257104,-0.875000,0.901840,0.208955,1.750000,3.250000
297,14,10787,3531,24946.75,-1,0.000000,37.000000,50.000000,-0.545455,0.336499,0.419211,-5.250000,0.027885,3.500000,0.929726,0.545455,5.250000,10.500000
297,15,10788,3764,24941.75,-1,40.000000,37.000000,50.000000,-0.595238,0.049784,-0.286716,-6.250000,0.051436,1.000000,0.981162,0.595238,6.250000,7.250000
298,0,10836,249,24953.25,-1,12.000000,17.000000,7.000000,0.027397,-0.502015,-0.499168,0.250000,-0.954517,-4.250000,0.020408,0.027397,0.250000,6.000000
298,1,10837,499,24952.25,-1,16.000000,27.000000,7.000000,-0.267857,0.240460,0.742474,-1.875000,0.911912,1.625000,0.932320,0.267857,1.875000,3.750000
298,2,10838,749,24949.25,-1,28.000000,38.000000,7.000000,-0.258065,-0.009793,-0.250253,-2.000000,-0.009244,0.125000,0.923077,0.258065,2.000000,5.750000
298,3,10839,841,24946.25,-1,40.000000,40.000000,7.000000,-0.218750,-0.039315,-0.029522,-1.750000,-0.068426,-0.250000,0.854651,0.218750,1.750000,6.500000
299,0,10875,195,24956.50,1,7.000000,8.000000,10.000000,0.027397,-0.267475,-0.111642,0.250000,-0.417377,-2.625000,0.428571,0.027397,0.250000,5.500000
299,1,10876,445,24958.50,1,15.000000,19.000000,10.000000,0.107692,0.080295,0.347770,0.875000,0.216165,0.625000,0.644737,0.107692,0.875000,4.500000
299,2,10877,695,24956.00,1,5.000000,23.000000,10.000000,-0.031250,-0.076442,-0.156737,-0.250000,-0.609023,-0.625000,0.035714,0.031250,0.250000,6.000000
299,3,10878,945,24958.25,1,14.000000,27.000000,10.000000,-0.013699,-0.017551,0.058891,-0.125000,-0.027473,-0.125000,0.008242,0.013699,0.125000,7.750000
299,4,10879,1195,24958.25,1,14.000000,27.000000,10.000000,0.118421,0.104722,0.122274,1.125000,0.741758,1.000000,0.750000,0.118421,1.125000,5.250000
299,5,10880,1445,24951.75,1,-12.000000,27.000000,14.000000,-0.309524,0.191103,0.086380,-3.250000,0.000000,2.125000,0.750000,0.309524,3.250000,8.000000
299,6,10881,1695,24950.00,1,-19.000000,27.000000,26.000000,-0.485294,0.175770,-0.015332,-4.125000,0.150496,0.875000,0.900496,0.485294,4.125000,3.750000
299,7,10882,1945,24945.00,1,-39.000000,27.000000,39.000000,-0.402985,-0.082309,-0.258079,-3.375000,0.027772,-0.750000,0.928268,0.402985,3.375000,5.000000
299,8,10883,2195,24941.75,1,-64.000000,27.000000,40.000000,-0.611111,0.208126,0.290435,-4.125000,0.056955,0.750000,0.985223,0.611111,4.125000,4.750000
299,9,10884,2445,24947.50,1,-18.000000,27.000000,40.000000,0.153846,-0.457265,-0.665391,1.250000,-0.797253,-2.875000,0.187970,0.153846,1.250000,6.500000
299,10,10885,2695,24942.75,1,-56.000000,27.000000,40.000000,0.057143,-0.096703,0.360562,0.500000,-0.161480,-0.750000,0.026490,0.057143,0.500000,6.250000
299,11,10886,2945,24941.50,1,-66.000000,27.000000,41.000000,-0.358209,0.301066,0.397769,-3.000000,0.871639,2.500000,0.898129,0.358209,3.000000,4.000000
299,12,10887,3195,24941.00,1,-70.000000,27.000000,45.000000,-0.120690,-0.237519,-0.538585,-0.875000,0.044179,-2.125000,0.942308,0.120690,0.875000,4.250000
299,13,10888,3445,24945.50,1,-34.000000,27.000000,45.000000,0.285714,0.165025,0.402544,2.000000,-0.284773,1.125000,0.657534,0.285714,2.000000,5.750000
299,14,10889,3695,24944.75,1,-40.000000,27.000000,45.000000,0.238095,-0.047619,-0.212644,1.875000,-0.052696,-0.125000,0.604839,0.238095,1.875000,5.750000
299,15,10890,3945,24948.25,1,-12.000000,27.000000,45.000000,0.154930,-0.083166,-0.035547,1.375000,-0.048090,-0.500000,0.556748,0.154930,1.375000,6.250000
299,16,10891,4195,24941.25,1,-68.000000,27.000000,45.000000,-0.179487,0.024558,0.107723,-1.750000,-0.306748,0.375000,0.250000,0.179487,1.750000,7.500000
299,17,10892,4445,24940.50,1,-74.000000,27.000000,45.000000,-0.449275,0.269788,0.245231,-3.875000,0.571836,2.125000,0.821836,0.449275,3.875000,3.500000
299,18,10893,4695,24940.25,1,-76.000000,27.000000,45.000000,-0.055556,-0.393720,-0.663508,-0.500000,0.101241,-3.375000,0.923077,0.055556,0.500000,7.000000
299,19,10894,4945,24935.00,1,-118.00,27.000000,59.000000,-0.333333,0.277778,0.671498,-2.750000,-0.139060,2.250000,0.784017,0.333333,2.750000,6.000000
299,20,10895,4962,24934.75,1,-120.00,27.000000,60.000000,-0.333333,0.000000,-0.277778,-2.750000,0.000000,0.000000,0.784017,0.333333,2.750000,3.500000
300,0,10905,227,24927.00,-1,4.000000,11.000000,4.000000,0.043478,-0.320158,-0.501976,0.375000,-0.481844,-3.125000,0.137755,0.043478,0.375000,3.750000
300,1,10906,477,24934.25,-1,-25.000000,11.000000,27.000000,0.560606,0.517128,0.837286,4.625000,0.765279,4.250000,0.903034,0.560606,4.625000,7.750000
300,2,10907,727,24938.00,-1,-40.000000,11.000000,40.000000,0.656716,0.096110,-0.421017,5.500000,0.064321,0.875000,0.967355,0.656716,5.500000,5.250000
300,3,10908,977,24936.50,-1,-28.000000,11.000000,40.000000,0.142857,-0.513859,-0.609970,1.125000,-0.612092,-4.375000,0.355263,0.142857,1.125000,2.750000
300,4,10909,1227,24933.50,-1,-4.000000,11.000000,40.000000,-0.300000,0.157143,0.671002,-2.250000,0.609023,1.125000,0.964286,0.300000,2.250000,7.000000
300,5,10910,1477,24938.00,-1,-40.000000,11.000000,40.000000,0.095238,-0.204762,-0.361905,0.750000,-0.857143,-1.500000,0.107143,0.095238,0.750000,6.000000
300,6,10911,1727,24941.00,-1,-64.000000,11.000000,40.000000,0.441176,0.345938,0.550700,3.750000,0.879699,3.000000,0.986842,0.441176,3.750000,4.000000
300,7,10912,1977,24945.50,-1,-100.00,11.000000,50.000000,0.468750,0.027574,-0.318365,3.750000,0.000000,0.000000,0.986842,0.468750,3.750000,6.000000
300,8,10913,2227,24945.50,-1,-100.00,11.000000,56.000000,0.360000,-0.108750,-0.136324,2.250000,-0.236842,-1.500000,0.750000,0.360000,2.250000,2.500000
300,9,10914,2300,24948.00,-1,-120.00,11.000000,60.000000,0.113208,-0.246792,-0.138042,0.750000,0.000000,-1.500000,0.750000,0.113208,0.750000,4.750000
301,0,10935,249,24962.00,-1,12.000000,22.000000,3.000000,0.014493,-0.310507,-0.428190,0.125000,-0.995223,-3.125000,0.004777,0.014493,0.125000,6.250000
301,1,10936,499,24963.75,-1,5.000000,25.000000,3.000000,-0.068493,0.054000,0.364508,-0.625000,0.167241,0.500000,0.172018,0.068493,0.625000,5.750000
301,2,10937,749,24960.75,-1,17.000000,25.000000,3.000000,-0.067568,-0.000926,-0.054926,-0.625000,0.000000,0.000000,0.172018,0.067568,0.625000,6.500000
301,3,10938,999,24957.00,-1,32.000000,32.000000,3.000000,-0.397059,0.329491,0.330417,-3.375000,0.823883,2.750000,0.995902,0.397059,3.375000,4.750000
301,4,10939,1112,24955.00,-1,40.000000,40.000000,3.000000,-0.305085,-0.091974,-0.421465,-2.250000,-0.124934,-1.125000,0.870968,0.305085,2.250000,3.500000
302,0,10955,249,24948.75,1,23.000000,23.000000,0.000000,0.029851,-0.299263,-0.291168,0.250000,-0.881756,-3.000000,0.006160,0.029851,0.250000,5.750000
302,1,10956,482,24953.00,1,40.000000,40.000000,0.000000,0.519481,0.489630,0.788893,5.000000,0.986396,4.750000,0.992556,0.519481,5.000000,7.750000
303,0,10960,249,24954.00,-1,22.000000,24.000000,6.000000,0.056818,-0.437009,-0.918016,0.625000,-0.930478,-4.375000,0.030291,0.056818,0.625000,7.500000
303,1,10961,320,24949.50,-1,40.000000,40.000000,6.000000,-0.543478,0.486660,0.923669,-6.250000,0.964932,5.625000,0.995223,0.543478,6.250000,7.000000
304,0,11011,249,24949.75,-1,33.000000,33.000000,3.000000,0.011494,-0.370859,-0.445519,0.125000,-0.534142,-3.125000,0.000668,0.011494,0.125000,9.000000
304,1,11012,352,24948.00,-1,40.000000,40.000000,3.000000,-0.404255,0.392761,0.763620,-4.750000,0.846087,4.625000,0.846755,0.404255,4.750000,5.750000
305,0,11031,123,24924.00,1,-10.000000,2.000000,12.000000,-0.015625,-0.415748,-0.751882,-0.125000,-0.648222,-2.625000,0.001152,0.015625,0.125000,6.750000
305,1,11032,373,24928.50,1,8.000000,8.000000,16.000000,-0.102564,0.086939,0.502687,-1.000000,0.089073,0.875000,0.090226,0.102564,1.000000,6.000000
305,2,11033,623,24930.50,1,16.000000,23.000000,16.000000,0.382353,0.279789,0.192850,3.250000,0.862782,2.250000,0.953008,0.382353,3.250000,4.250000
305,3,11034,873,24932.75,1,25.000000,25.000000,16.000000,0.265625,-0.116728,-0.396517,2.125000,0.045840,-1.125000,0.998848,0.265625,2.125000,5.750000
305,4,11035,1123,24931.25,1,19.000000,28.000000,16.000000,0.057692,-0.207933,-0.091205,0.375000,-0.891705,-1.750000,0.107143,0.057692,0.375000,3.000000
305,5,11036,1373,24932.75,1,25.000000,33.000000,16.000000,0.000000,-0.057692,0.150240,0.000000,-0.107143,-0.375000,0.000000,0.000000,0.000000,3.500000
305,6,11037,1623,24929.00,1,10.000000,33.000000,16.000000,-0.180000,0.180000,0.237692,-1.125000,0.355263,1.125000,0.355263,0.180000,1.125000,6.000000
305,7,11038,1873,24925.75,1,-3.000000,33.000000,16.000000,-0.459016,0.279016,0.099016,-3.500000,0.643039,2.375000,0.998302,0.459016,3.500000,5.750000
305,8,11039,2123,24927.75,1,5.000000,33.000000,16.000000,-0.086207,-0.372809,-0.651826,-0.625000,-0.852953,-2.875000,0.145349,0.086207,0.625000,2.750000
305,9,11040,2373,24930.00,1,14.000000,33.000000,16.000000,0.340000,0.253793,0.626603,2.125000,0.853499,1.500000,0.998848,0.340000,2.125000,4.000000
